id,url,primaryTitle,originalTitle,type,description,primaryImage,thumbnails,trailer,contentRating,startYear,endYear,releaseDate,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,genres,isAdult,runtimeMinutes,averageRating,numVotes,metascore
tt1130884,https://www.imdb.com/title/tt1130884/,Shutter Island,Shutter Island,movie,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=qdPw9x9h5CY,R,2010,,2010-02-19,"['Psychological Thriller', 'Suspense Mystery', 'Mystery', 'Thriller']",['US'],['https://ebook-gratuit.net/romans/dennis-lehane-shutter-island/'],"['en', 'de']","['Peddocks Island, Boston Harbor, Boston, Massachusetts, USA']","[{'id': 'co0023400', 'name': 'Paramount Pictures'}, {'id': 'co0029574', 'name': 'Phoenix Pictures'}, {'id': 'co0141038', 'name': 'Sikelia Productions'}]",80000000.0,294978537.0,"['Mystery', 'Thriller']",False,138,8.2,1670330,63.0
tt5074352,https://www.imdb.com/title/tt5074352/,Dangal,Dangal,movie,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=x_7YlGv9u1g,Not Rated,2016,,2016-12-21,"['Hindi', 'Coming-of-Age', 'Martial Arts', 'Action', 'Biography', 'Drama', 'Sport']","['IN', 'US']",['http://gaga.ne.jp/dangal/'],"['hi', 'en']","['Pune, Maharashtra, India']","[{'id': 'co0026618', 'name': 'Aamir Khan Productions'}, {'id': 'co0131238', 'name': 'UTV Motion Pictures'}, {'id': 'co0008970', 'name': 'Walt Disney Pictures'}]",700000000.0,303726694.0,"['Action', 'Biography', 'Drama']",False,161,8.3,246364,
tt6966692,https://www.imdb.com/title/tt6966692/,Green Book,Green Book,movie,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=QkZxoko_HC0,PG-13,2018,,2018-11-16,"['Docudrama', 'Period Drama', 'Road Trip', 'Biography', 'Comedy', 'Drama', 'Holiday', 'Music']","['US', 'CN']","['http://www.facebook.com/GreenBookMovie/', 'http://www.facebook.com/GreenBookFilmUK/']","['en', 'it', 'ru', 'de']","['Houmas House Plantation, Burnside, Louisiana, USA']","[{'id': 'co0132772', 'name': 'Participant'}, {'id': 'co0819670', 'name': 'DreamWorks Pictures'}, {'id': 'co0646203', 'name': 'Innisfree Pictures'}]",23000000.0,321752656.0,"['Biography', 'Comedy', 'Drama']",False,130,8.2,697141,69.0
tt0040522,https://www.imdb.com/title/tt0040522/,Bicycle Thieves,Ladri di biciclette,movie,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=H2P4xo9kmPM,Not Rated,1948,,1949-12-13,"['Italian', 'Financial Drama', 'Psychological Drama', 'Quest', 'Tragedy', 'Drama']",['IT'],[],"['it', 'de']","['Citta Valmelaina, Via Salaria, Rome, Lazio, Italy']","[{'id': 'co0072996', 'name': 'Produzioni De Sica'}]",133000.0,459298.0,['Drama'],False,89,8.2,192599,
tt0055031,https://www.imdb.com/title/tt0055031/,Judgment at Nuremberg,Judgment at Nuremberg,movie,"Fictionalized depiction of the 1947 Judges' Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=T3taV43-lGc,Approved,1961,,1961-12-18,"['Epic', 'Historical Epic', 'Legal Drama', 'Psychological Drama', 'Drama', 'History', 'War']",['US'],[],"['en', 'de']","['former Reichsparteitag area, Nuremberg, Bavaria, Germany']","[{'id': 'co0160497', 'name': 'Roxlom Films Inc.'}]",3000000.0,12180.0,"['Drama', 'History', 'War']",False,179,8.3,97791,60.0
tt15398776,https://www.imdb.com/title/tt15398776/,Oppenheimer,Oppenheimer,movie,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=bK6ldnjE3Y0,R,2023,,2023-07-21,"['Docudrama', 'Epic', 'Historical Epic', 'Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'History']","['US', 'GB']","['https://www.facebook.com/OppenheimerMovie/', 'https://www.instagram.com/oppenheimermovie/']","['en', 'de', 'it', 'nl']","['Los Alamos, New Mexico, USA']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0147954', 'name': 'Syncopy'}, {'id': 'co0028338', 'name': 'Atlas Entertainment'}]",100000000.0,975811333.0,"['Biography', 'Drama', 'History']",False,180,8.2,1078945,90.0
tt0107290,https://www.imdb.com/title/tt0107290/,Jurassic Park,Jurassic Park,movie,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=Rz_FvTXa_qY,PG-13,1993,,1993-06-11,"['Jurassic Park', 'Dinosaur Adventure', 'Jungle Adventure', 'Adventure', 'Sci-Fi']",['US'],['https://www.facebook.com/JurassicWorldUK/'],"['en', 'es']","['Tehachapi Pass, California, USA']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0009119', 'name': 'Amblin Entertainment'}]",63000000.0,1103120459.0,"['Adventure', 'Sci-Fi']",False,127,8.2,1191487,68.0
tt0372784,https://www.imdb.com/title/tt0372784/,Batman Begins,Batman Begins,movie,"After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",https://m.media-amazon.com/images/M/MV5BMzA2NDQzZDEtNDU5Ni00YTlkLTg2OWEtYmQwM2Y1YTBjMjFjXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMzA2NDQzZDEtNDU5Ni00YTlkLTg2OWEtYmQwM2Y1YTBjMjFjXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMzA2NDQzZDEtNDU5Ni00YTlkLTg2OWEtYmQwM2Y1YTBjMjFjXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMzA2NDQzZDEtNDU5Ni00YTlkLTg2OWEtYmQwM2Y1YTBjMjFjXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=FiL1_5DWV7Y,PG-13,2005,,2005-06-15,"['DC', 'Action Epic', 'Epic', 'Psychological Drama', 'Superhero', 'Crime']","['US', 'GB']","['https://www.facebook.com/darkknighttrilogy', 'https://www.warnerbros.co.uk/movies/batman-begins']",['en'],"['Skaftafell, Iceland']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0038332', 'name': 'DC Comics'}, {'id': 'co0147954', 'name': 'Syncopy'}]",150000000.0,375587589.0,['Crime'],False,140,8.2,1733117,70.0
tt0059578,https://www.imdb.com/title/tt0059578/,For a Few Dollars More,Per qualche dollaro in più,movie,Two bounty killers with similar intentions but different motivations team up to take down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=bNt9NcLteoU,R,1965,,1967-05-10,"['Period Drama', 'Quest', 'Spaghetti Western', 'Drama', 'Western']","['IT', 'ES']",[],"['en', 'it']","['Mini Hollywood, Tabernas, Almería, Andalucía, Spain']","[{'id': 'co0013844', 'name': 'Produzioni Europee Associate (PEA)'}, {'id': 'co0046114', 'name': 'Arturo González Producciones Cinematográficas'}, {'id': 'co0002257', 'name': 'Constantin Film'}]",600000.0,15001995.0,"['Drama', 'Western']",False,132,8.2,302360,74.0
tt8503618,https://www.imdb.com/title/tt8503618/,Hamilton,Hamilton,movie,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",https://m.media-amazon.com/images/M/MV5BYTc3MWIyMzAtMTZmNC00YmNjLWIyZTgtMmU4NjZkYzZkOThkXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BYTc3MWIyMzAtMTZmNC00YmNjLWIyZTgtMmU4NjZkYzZkOThkXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BYTc3MWIyMzAtMTZmNC00YmNjLWIyZTgtMmU4NjZkYzZkOThkXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BYTc3MWIyMzAtMTZmNC00YmNjLWIyZTgtMmU4NjZkYzZkOThkXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=DSCKfXpAGHc,PG-13,2020,,2020-07-03,"['Epic', 'Historical Epic', 'Biography', 'Drama', 'History', 'Musical']",['US'],"['https://www.disneyplus.com/movies/wp/3uPmBHWlO6HJ', 'https://www.hotstar.com/id/movies/hamilton/1260032145']","['en', 'fr']","['Richard Rodgers Theatre - 226 W. 46th Street, Manhattan, New York City, New York, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0741448', 'name': '5000 Broadway Productions'}, {'id': 'co0799855', 'name': 'Nevis Productions'}]",,20943625.0,"['Biography', 'Drama', 'History']",False,160,8.3,141597,88.0
tt0053291,https://www.imdb.com/title/tt0053291/,Some Like It Hot,Some Like It Hot,movie,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=vvgWJ4VRwrg,Approved,1959,,1959-03-19,"['Buddy Comedy', 'Farce', 'Romantic Comedy', 'Satire', 'Screwball Comedy', 'Comedy', 'Music', 'Romance']",['US'],[],"['en', 'fr']","['Hotel del Coronado - 1500 Orange Avenue, Coronado, California, USA']","[{'id': 'co0047869', 'name': 'Ashton Productions'}, {'id': 'co0011112', 'name': 'The Mirisch Corporation'}]",2883848.0,215406.0,"['Comedy', 'Music', 'Romance']",False,121,8.2,306251,98.0
tt0075314,https://www.imdb.com/title/tt0075314/,Taxi Driver,Taxi Driver,movie,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=S7ORyD-e7-0,R,1976,,1976-02-09,"['Psychological Drama', 'Crime', 'Drama']",['US'],['https://www.sonypictures.com/movies/taxidriver'],"['en', 'es']","['87 Columbia Heights, Brooklyn, New York, USA']","[{'id': 'co0014351', 'name': 'Columbia Pictures'}, {'id': 'co0043923', 'name': 'Bill/Phillips'}, {'id': 'co0013906', 'name': 'Italo/Judeo Productions'}]",1300000.0,29000421.0,"['Crime', 'Drama']",False,114,8.2,1035878,94.0
tt0469494,https://www.imdb.com/title/tt0469494/,There Will Be Blood,There Will Be Blood,movie,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=0FIm5ATyAY0,R,2007,,2008-01-25,"['Epic', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Drama']",['US'],"['http://www.facebook.com/ThereWillBeBloodMovie', 'http://www.miramax.com/movie/there-will-be-blood']",['en'],"['Lompoc, California, USA']","[{'id': 'co0179341', 'name': 'Paramount Vantage'}, {'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0027686', 'name': 'Ghoulardi Film Company'}]",25000000.0,76195140.0,['Drama'],False,158,8.2,715210,93.0
tt10272386,https://www.imdb.com/title/tt10272386/,The Father,The Father,movie,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=4TZb7YfK-JI,PG-13,2020,,2021-02-26,"['Psychological Drama', 'Drama', 'Mystery']","['GB', 'FR', 'US']","['https://www.facebook.com/TheFatherMovieUS/', 'https://thefather.jp/']",['en'],"['Blythe House, 23 Blythe Road, West Kensington, London, Greater London, England, UK']","[{'id': 'co0812819', 'name': 'Les Films du Cru'}, {'id': 'co0167631', 'name': 'Film4'}, {'id': 'co0410559', 'name': 'Orange Studio'}]",6000000.0,23175189.0,"['Drama', 'Mystery']",False,97,8.2,247947,88.0
tt0012349,https://www.imdb.com/title/tt0012349/,The Kid,The Kid,movie,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=O5WXokyub-4,Passed,1921,,1921-02-06,"['Buddy Comedy', 'Coming-of-Age', 'Farce', 'Slapstick', 'Comedy', 'Drama', 'Family']",['US'],"['https://www.instagram.com/charliechaplinofficial/', 'https://www.charliechaplin.com/en/films/1-The-Kid']",['en'],"['Chaplin Studios - 1416 N. La Brea Avenue, Hollywood, Los Angeles, California, USA']","[{'id': 'co0028083', 'name': 'Charles Chaplin Productions'}]",250000.0,46650.0,"['Comedy', 'Drama', 'Family']",False,68,8.2,146533,
tt0042192,https://www.imdb.com/title/tt0042192/,All About Eve,All About Eve,movie,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=MILphnfj2mo,Approved,1950,,1950-10-27,"['Showbiz Drama', 'Drama']",['US'],[],"['en', 'fr']","['Shubert Theater - 247 College Street, New Haven, Connecticut, USA']","[{'id': 'co0000756', 'name': '20th Century Fox'}]",1400000.0,162640.0,['Drama'],False,138,8.2,150078,98.0
